index,time:timestamp,org:resource,concept:name,case:concept:name,web_agent,IP,start_timestamp
3935,2017-01-18 17:00:20+00:00, NeilArmstrong , save , Aegis.ToDo ,  , 39.15.134.129 ,2017-01-18 17:00:20+00:00
3936,2017-01-18 17:11:40+00:00, WaltDisney , view , Aegis.ToDo , Mozilla , 67.106.81.128 ,2017-01-18 17:11:40+00:00
3937,2017-01-18 17:15:11+00:00, LeonardodaVinci , edit , Aegis.ToDo ,  , 203.122.142.177 ,2017-01-18 17:15:11+00:00
3938,2017-01-18 17:16:29+00:00, QueenVictoria , save , Aegis.ToDo , repRev 2 by BaseUserMapping_333 2017/01/01 07:50:17 , 252.213.203.114 ,2017-01-18 17:16:29+00:00
3939,2017-01-18 17:26:40+00:00, QueenElizabeth , view , Aegis.ToDo , Mozilla , 19.220.148.132 ,2017-01-18 17:26:40+00:00
3940,2017-01-18 17:37:04+00:00, NelsonMandela , edit , Aegis.ToDo ,  , 243.57.27.87 ,2017-01-18 17:37:04+00:00
3941,2017-01-18 17:37:08+00:00, MarilynMonroe , save , Aegis.ToDo , repRev 2 by BaseUserMapping_333 2017/01/01 07:54:36 , 30.170.118.172 ,2017-01-18 17:37:08+00:00
3942,2017-01-18 17:46:02+00:00, QueenVictoria , view , Aegis.ToDo , Mozilla , 222.204.63.78 ,2017-01-18 17:46:02+00:00
3943,2017-01-18 17:52:51+00:00, LyndonJohnson , edit , Aegis.ToDo ,  , 191.237.243.148 ,2017-01-18 17:52:51+00:00
3944,2017-01-18 17:53:16+00:00, MartinlutherKing , save , Aegis.ToDo , repRev 2 by BaseUserMapping_333 2017/01/01 07:54:58 , 222.204.63.78 ,2017-01-18 17:53:16+00:00
3945,2017-01-18 17:57:33+00:00, LeonardodaVinci , view , Aegis.ToDo , Mozilla , 226.223.113.236 ,2017-01-18 17:57:33+00:00
3946,2017-01-18 17:57:58+00:00, LeonardodaVinci , edit , Aegis.ToDo ,  , 203.122.142.177 ,2017-01-18 17:57:58+00:00
3947,2017-01-18 18:23:00+00:00, LouisPasteur , save , Aegis.ToDo ,  , 201.36.26.7 ,2017-01-18 18:23:00+00:00
3948,2017-01-18 18:23:59+00:00, AlbertEinstein , view , Aegis.ToDo , Mozilla , 120.69.75.202 ,2017-01-18 18:23:59+00:00
3949,2017-01-18 18:31:10+00:00, BenazirBhutto , edit , Aegis.JupyterImage , (not exist) , 199.168.5.94 ,2017-01-18 18:31:10+00:00
3950,2017-01-18 18:35:07+00:00, DonaldTrump , save , Aegis.JupyterImage ,  , 155.248.2.129 ,2017-01-18 18:35:07+00:00
3951,2017-01-18 18:49:34+00:00, PopejohnPaul , view , Aegis.JupyterImage , Mozilla , 224.122.35.210 ,2017-01-18 18:49:34+00:00
3952,2017-01-18 18:50:48+00:00, LyndonJohnson , edit , Aegis.JupyterImage ,  , 222.50.171.104 ,2017-01-18 18:50:48+00:00
3953,2017-01-18 19:02:23+00:00, CharlesDarwin , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 08:50:05 , 155.248.2.129 ,2017-01-18 19:02:23+00:00
3954,2017-01-18 19:03:33+00:00, JawaharlalNehru , view , Aegis.JupyterImage , Mozilla , 86.136.47.118 ,2017-01-18 19:03:33+00:00
3955,2017-01-18 19:13:44+00:00, FranklindRoosevelt , edit , Aegis.JupyterImage ,  , 243.57.27.87 ,2017-01-18 19:13:44+00:00
3956,2017-01-18 19:22:08+00:00, OprahWinfrey , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 08:51:23 , 243.57.27.87 ,2017-01-18 19:22:08+00:00
3957,2017-01-18 20:02:41+00:00, RichardBranson , view , Aegis.JupyterImage , Mozilla , 164.41.126.248 ,2017-01-18 20:02:41+00:00
3958,2017-01-18 20:10:56+00:00, QueenElizabeth , attach , Aegis.JupyterImage ,  , 208.194.107.58 ,2017-01-18 20:10:56+00:00
3959,2017-01-18 20:11:28+00:00, MalcolmX , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 08:59:03 , 203.106.94.74 ,2017-01-18 20:11:28+00:00
3960,2017-01-18 20:14:43+00:00, PeterSellers , upload , Aegis.JupyterImage , Screen_Shot_2017-01-02_at_2.27.36_PM.png , 226.223.113.236 ,2017-01-18 20:14:43+00:00
3961,2017-01-18 20:19:58+00:00, JohnfKennedy , view , Aegis.JupyterImage , Mozilla , 86.223.191.167 ,2017-01-18 20:19:58+00:00
3962,2017-01-18 20:23:10+00:00, RichardBranson , edit , Aegis.JupyterImage ,  , 123.2.24.119 ,2017-01-18 20:23:10+00:00
3963,2017-01-18 20:38:23+00:00, MarilynMonroe , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 09:00:07 , 191.237.243.148 ,2017-01-18 20:38:23+00:00
3964,2017-01-18 20:42:12+00:00, LudwigBeethoven , view , Aegis.JupyterImage , Mozilla , 222.204.63.78 ,2017-01-18 20:42:12+00:00
3965,2017-01-18 20:47:01+00:00, MalcolmX , edit , Aegis.JupyterImage ,  , 22.58.214.143 ,2017-01-18 20:47:01+00:00
3966,2017-01-18 20:54:09+00:00, MartinlutherKing , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 09:12:41 , 67.62.89.233 ,2017-01-18 20:54:09+00:00
3967,2017-01-18 20:54:14+00:00, MuhammadAli , view , Aegis.JupyterImage , Mozilla , 78.84.238.169 ,2017-01-18 20:54:14+00:00
3968,2017-01-18 20:54:53+00:00, FranklindRoosevelt , edit , Aegis.JupyterImage ,  , 228.130.64.41 ,2017-01-18 20:54:53+00:00
3969,2017-01-18 20:56:31+00:00, WaltDisney , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 09:14:22 , 228.173.210.41 ,2017-01-18 20:56:31+00:00
3970,2017-01-18 21:12:24+00:00, LyndonJohnson , view , Aegis.JupyterImage , Mozilla , 120.69.75.202 ,2017-01-18 21:12:24+00:00
3971,2017-01-18 21:20:07+00:00, WaltDisney , edit , Aegis.JupyterImage ,  , 154.24.112.80 ,2017-01-18 21:20:07+00:00
3972,2017-01-18 21:20:15+00:00, AungsansuuKyi , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 09:15:09 , 39.15.134.129 ,2017-01-18 21:20:15+00:00
3973,2017-01-18 21:42:34+00:00, DesmondTutu , view , Aegis.JupyterImage , Mozilla , 144.249.99.41 ,2017-01-18 21:42:34+00:00
3974,2017-01-18 21:46:45+00:00, NeilArmstrong , edit , Aegis.JupyterImage ,  , 208.194.107.58 ,2017-01-18 21:46:45+00:00
3975,2017-01-18 22:12:53+00:00, WinstonChurchill , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 09:21:04 , 208.194.107.58 ,2017-01-18 22:12:53+00:00
3976,2017-01-18 22:22:06+00:00, WinstonChurchill , view , Aegis.JupyterImage , Mozilla , 75.131.65.209 ,2017-01-18 22:22:06+00:00
3977,2017-01-18 22:23:32+00:00, QueenVictoria , edit , Aegis.JupyterImage ,  , 179.218.4.87 ,2017-01-18 22:23:32+00:00
3978,2017-01-18 22:25:33+00:00, LeonardodaVinci , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 09:22:10 , 111.84.19.172 ,2017-01-18 22:25:33+00:00
3979,2017-01-18 22:28:33+00:00, PopejohnPaul , view , Aegis.JupyterImage , Mozilla , 192.211.124.125 ,2017-01-18 22:28:33+00:00
3980,2017-01-18 22:39:16+00:00, MarilynMonroe , edit , Aegis.JupyterImage ,  , 195.60.153.209 ,2017-01-18 22:39:16+00:00
3981,2017-01-18 22:40:02+00:00, MargaretThatcher , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 09:25:53 , 224.122.35.210 ,2017-01-18 22:40:02+00:00
3982,2017-01-18 22:43:32+00:00, ThomasEdison , view , Aegis.JupyterImage , Mozilla , 120.169.185.88 ,2017-01-18 22:43:32+00:00
3983,2017-01-18 22:52:43+00:00, MuhammadAli , edit , Aegis.JupyterImage ,  , 253.111.182.73 ,2017-01-18 22:52:43+00:00
3984,2017-01-18 23:08:18+00:00, NelsonMandela , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 09:36:21 , 67.62.89.233 ,2017-01-18 23:08:18+00:00
3985,2017-01-18 23:11:17+00:00, DesmondTutu , view , Aegis.JupyterImage , Mozilla , 97.51.168.65 ,2017-01-18 23:11:17+00:00
3986,2017-01-18 23:22:52+00:00, LudwigBeethoven , edit , Aegis.JupyterImage ,  , 105.171.75.227 ,2017-01-18 23:22:52+00:00
3987,2017-01-18 23:32:03+00:00, LyndonJohnson , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 09:59:42 , 72.120.101.54 ,2017-01-18 23:32:03+00:00
3988,2017-01-18 23:32:23+00:00, PabloPicasso , view , Aegis.JupyterImage , Mozilla , 80.150.2.195 ,2017-01-18 23:32:23+00:00
3989,2017-01-18 23:50:45+00:00, JkRowling , edit , Aegis.JupyterImage ,  , 144.233.120.219 ,2017-01-18 23:50:45+00:00
3990,2017-01-18 23:57:57+00:00, QueenVictoria , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 10:00:48 , 103.135.136.84 ,2017-01-18 23:57:57+00:00
3991,2017-01-19 00:00:15+00:00, MartinlutherKing , view , Aegis.JupyterImage , Mozilla , 171.155.32.163 ,2017-01-19 00:00:15+00:00
3992,2017-01-19 00:22:55+00:00, CharlesDarwin , edit , Aegis.JupyterImage ,  , 228.173.210.41 ,2017-01-19 00:22:55+00:00
3993,2017-01-19 00:23:30+00:00, NelsonMandela , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 10:09:19 , 16.216.181.56 ,2017-01-19 00:23:30+00:00
3994,2017-01-19 00:28:20+00:00, RichardBranson , view , Aegis.JupyterImage , Mozilla , 105.171.75.227 ,2017-01-19 00:28:20+00:00
3995,2017-01-19 00:34:56+00:00, BenazirBhutto , edit , Aegis.JupyterImage ,  , 243.57.27.87 ,2017-01-19 00:34:56+00:00
3996,2017-01-19 01:01:28+00:00, JkRowling , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 10:17:09 , 144.233.120.219 ,2017-01-19 01:01:28+00:00
3997,2017-01-19 01:02:42+00:00, LouisPasteur , view , Aegis.JupyterImage , Mozilla , 160.37.237.251 ,2017-01-19 01:02:42+00:00
3998,2017-01-19 01:05:41+00:00, ChristopherColumbus , edit , Aegis.JupyterImage ,  , 241.174.247.224 ,2017-01-19 01:05:41+00:00
3999,2017-01-19 01:08:55+00:00, NeilArmstrong , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 10:20:13 , 178.102.172.71 ,2017-01-19 01:08:55+00:00
4000,2017-01-19 01:21:47+00:00, MarilynMonroe , view , Aegis.JupyterImage , Mozilla , 146.20.0.193 ,2017-01-19 01:21:47+00:00
4001,2017-01-19 01:30:18+00:00, ElvisPresley , edit , Aegis.JupyterImage ,  , 221.91.33.99 ,2017-01-19 01:30:18+00:00
4002,2017-01-19 01:31:28+00:00, NeilArmstrong , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 10:25:40 , 143.132.190.10 ,2017-01-19 01:31:28+00:00
4003,2017-01-19 01:34:03+00:00, IndiraGandhi , view , Aegis.JupyterImage , Mozilla , 146.20.0.193 ,2017-01-19 01:34:03+00:00
4004,2017-01-19 01:46:00+00:00, MuhammadAli , edit , Aegis.JupyterImage ,  , 192.211.124.125 ,2017-01-19 01:46:00+00:00
4005,2017-01-19 01:49:56+00:00, WinstonChurchill , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 10:28:51 , 105.171.75.227 ,2017-01-19 01:49:56+00:00
4006,2017-01-19 01:54:39+00:00, PopejohnPaul , view , Aegis.JupyterImage , Mozilla , 84.216.7.151 ,2017-01-19 01:54:39+00:00
4007,2017-01-19 01:55:12+00:00, NelsonMandela , edit , Aegis.JupyterImage ,  , 98.213.57.193 ,2017-01-19 01:55:12+00:00
4008,2017-01-19 02:10:35+00:00, CharlesdeGaulle , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 10:32:23 , 86.223.191.167 ,2017-01-19 02:10:35+00:00
4009,2017-01-19 02:14:11+00:00, ChristopherColumbus , view , Aegis.JupyterImage , Mozilla , 212.141.203.14 ,2017-01-19 02:14:11+00:00
4010,2017-01-19 02:21:12+00:00, NeilArmstrong , edit , Aegis.JupyterImage ,  , 201.36.26.7 ,2017-01-19 02:21:12+00:00
4011,2017-01-19 02:25:09+00:00, LouisPasteur , save , Aegis.JupyterImage , repRev 1 by BaseUserMapping_333 2017/01/02 10:33:23 , 89.235.198.102 ,2017-01-19 02:25:09+00:00
4012,2017-01-19 02:30:58+00:00, ElvisPresley , view , Aegis.JupyterImage , Mozilla , 221.156.0.8 ,2017-01-19 02:30:58+00:00
4013,2017-01-19 02:34:29+00:00, IndiraGandhi , edit , Aegis.JupyterImage ,  , 120.169.185.88 ,2017-01-19 02:34:29+00:00
4014,2017-01-19 02:34:52+00:00, GeorgeOrwell , save , Aegis.JupyterImage ,  , 212.141.203.14 ,2017-01-19 02:34:52+00:00
4015,2017-01-19 02:35:26+00:00, IndiraGandhi , view , Aegis.JupyterImage , Mozilla , 178.237.189.6 ,2017-01-19 02:35:26+00:00
4016,2017-01-19 02:38:18+00:00, GeorgeOrwell , view , Main.WebHome , Mozilla , 85.15.232.229 ,2017-01-19 02:38:18+00:00
4017,2017-01-19 02:46:07+00:00, OprahWinfrey , view , Runners.WebHome , Mozilla (web doesn't exist) , 86.136.47.118 ,2017-01-19 02:46:07+00:00
4018,2017-01-19 02:54:30+00:00, JohnfKennedy , view , TWiki.ManagingWebs , Mozilla , 221.156.0.8 ,2017-01-19 02:54:30+00:00
4019,2017-01-19 02:57:55+00:00, RosaParks , save , Runners.WebPreferences ,  , 120.169.185.88 ,2017-01-19 02:57:55+00:00
4020,2017-01-19 02:57:57+00:00, AungsansuuKyi , createweb , Runners , _default , 152.246.45.143 ,2017-01-19 02:57:57+00:00
4021,2017-01-19 02:58:30+00:00, BillGates , view , Runners.WebHome , Mozilla , 172.216.204.7 ,2017-01-19 02:58:30+00:00
4022,2017-01-19 03:00:23+00:00, QueenVictoria , view , Runners.RfidTechnlogy , Mozilla (not exist) , 52.38.29.105 ,2017-01-19 03:00:23+00:00
4023,2017-01-19 03:00:52+00:00, JawaharlalNehru , view , Runners.RfidTechnlogy , Mozilla (not exist) , 86.223.191.167 ,2017-01-19 03:00:52+00:00
4024,2017-01-19 03:06:47+00:00, PeterSellers , edit , Runners.RfidTechnlogy , (not exist) , 222.50.171.104 ,2017-01-19 03:06:47+00:00
4025,2017-01-19 03:23:16+00:00, LudwigBeethoven , save , Runners.RfidTechnlogy ,  , 172.216.204.7 ,2017-01-19 03:23:16+00:00
4026,2017-01-19 03:31:35+00:00, BarackObama , view , Runners.RfidTechnlogy , Mozilla , 120.69.75.202 ,2017-01-19 03:31:35+00:00
4027,2017-01-19 03:38:53+00:00, CharlesDarwin , edit , Runners.RfidTechnlogy ,  , 47.108.100.96 ,2017-01-19 03:38:53+00:00
4028,2017-01-19 03:52:17+00:00, DesmondTutu , save , Runners.RfidTechnlogy , repRev 1 by BaseUserMapping_333 2017/01/05 07:46:13 , 103.135.136.84 ,2017-01-19 03:52:17+00:00
4029,2017-01-19 03:54:56+00:00, FranklindRoosevelt , view , Runners.RfidTechnlogy , Mozilla , 98.213.57.193 ,2017-01-19 03:54:56+00:00
4030,2017-01-19 03:55:10+00:00, ElvisPresley , view , Main.WebHome , Mozilla , 212.141.203.14 ,2017-01-19 03:55:10+00:00
4031,2017-01-19 03:58:28+00:00, RichardBranson , view , Aegis.WebHome , Mozilla , 111.84.19.172 ,2017-01-19 03:58:28+00:00
4032,2017-01-19 04:06:19+00:00, QueenVictoria , view , Aegis.CourseraDataScience , Mozilla , 160.37.237.251 ,2017-01-19 04:06:19+00:00
4033,2017-01-19 04:09:30+00:00, JkRowling , view , Aegis.CourseContent , Mozilla , 45.47.246.39 ,2017-01-19 04:09:30+00:00
4034,2017-01-19 04:10:59+00:00, MargaretThatcher , view , Aegis.PythonFordatascience , Mozilla , 139.44.179.69 ,2017-01-19 04:10:59+00:00
4035,2017-01-19 04:15:10+00:00, PabloPicasso , edit , Aegis.PythonFordatascience ,  , 111.84.19.172 ,2017-01-19 04:15:10+00:00
4036,2017-01-19 04:24:51+00:00, MahatmaGandhi , save , Aegis.PythonFordatascience ,  , 228.130.64.41 ,2017-01-19 04:24:51+00:00
4037,2017-01-19 04:26:11+00:00, PaulMccartney , view , Aegis.PythonFordatascience , Mozilla , 192.211.124.125 ,2017-01-19 04:26:11+00:00
4038,2017-01-19 04:34:01+00:00, DonaldTrump , edit , Aegis.PandasTutorial , (not exist) , 40.177.155.67 ,2017-01-19 04:34:01+00:00
4039,2017-01-19 04:36:46+00:00, MuhammadAli , save , Aegis.PandasTutorial ,  , 160.37.237.251 ,2017-01-19 04:36:46+00:00
4040,2017-01-19 04:39:07+00:00, CharlesDarwin , view , Aegis.PandasTutorial , Mozilla , 120.169.185.88 ,2017-01-19 04:39:07+00:00
4041,2017-01-19 04:40:14+00:00, IndiraGandhi , edit , Aegis.PandasTutorial ,  , 212.141.203.14 ,2017-01-19 04:40:14+00:00
4042,2017-01-19 04:40:30+00:00, PopejohnPaul , save , Aegis.PandasTutorial , repRev 1 by BaseUserMapping_333 2017/01/07 14:04:57 , 72.120.101.54 ,2017-01-19 04:40:30+00:00
4043,2017-01-19 05:08:45+00:00, LudwigBeethoven , view , Aegis.PandasTutorial , Mozilla , 221.156.0.8 ,2017-01-19 05:08:45+00:00
4044,2017-01-19 05:15:19+00:00, WaltDisney , edit , Aegis.PandasTutorial ,  , 143.185.106.59 ,2017-01-19 05:15:19+00:00
4045,2017-01-19 05:20:40+00:00, DalaiLama , save , Aegis.PandasTutorial , repRev 1 by BaseUserMapping_333 2017/01/07 14:06:56 , 89.235.198.102 ,2017-01-19 05:20:40+00:00
4046,2017-01-19 05:25:48+00:00, IndiraGandhi , view , Aegis.PandasTutorial , Mozilla , 152.246.45.143 ,2017-01-19 05:25:48+00:00
4047,2017-01-19 05:28:51+00:00, NelsonMandela , edit , Aegis.PandasTutorial ,  , 120.169.185.88 ,2017-01-19 05:28:51+00:00
4048,2017-01-19 05:31:03+00:00, VincentvanGogh , save , Aegis.PandasTutorial , repRev 1 by BaseUserMapping_333 2017/01/07 14:08:10 , 131.33.83.174 ,2017-01-19 05:31:03+00:00
4049,2017-01-19 05:34:24+00:00, OprahWinfrey , view , Aegis.PandasTutorial , Mozilla , 85.15.232.229 ,2017-01-19 05:34:24+00:00
4050,2017-01-19 05:42:05+00:00, MalcolmX , edit , Aegis.PandasTutorial ,  , 209.0.136.148 ,2017-01-19 05:42:05+00:00
4051,2017-01-19 05:44:58+00:00, PeterSellers , save , Aegis.PandasTutorial , repRev 1 by BaseUserMapping_333 2017/01/07 14:08:56 , 52.38.29.105 ,2017-01-19 05:44:58+00:00
4052,2017-01-19 05:58:13+00:00, DonaldTrump , view , Aegis.PandasTutorial , Mozilla , 252.213.203.114 ,2017-01-19 05:58:13+00:00
4053,2017-01-19 06:00:26+00:00, MalcolmX , edit , Aegis.PandasTutorial ,  , 143.91.55.48 ,2017-01-19 06:00:26+00:00
4054,2017-01-19 06:00:37+00:00, NelsonMandela , save , Aegis.PandasTutorial , repRev 1 by BaseUserMapping_333 2017/01/07 14:15:34 , 22.58.214.143 ,2017-01-19 06:00:37+00:00
4055,2017-01-19 06:01:16+00:00, RosaParks , view , Aegis.PandasTutorial , Mozilla , 191.237.243.148 ,2017-01-19 06:01:16+00:00
4056,2017-01-19 06:04:33+00:00, IndiraGandhi , view , Aegis.WebHome , Mozilla , 230.200.204.160 ,2017-01-19 06:04:33+00:00
4057,2017-01-19 06:08:02+00:00, RosaParks , view , Main.WebHome , Mozilla , 123.2.24.119 ,2017-01-19 06:08:02+00:00
4058,2017-01-19 06:21:13+00:00, MartinlutherKing , view , Cryptojeweller.WebHome , Mozilla , 221.156.0.8 ,2017-01-19 06:21:13+00:00
4059,2017-01-19 06:26:26+00:00, AbrahamLincoln , view , Cryptojeweller.TapfilliateKnowledge , Mozilla (not exist) , 131.33.83.174 ,2017-01-19 06:26:26+00:00
4060,2017-01-19 06:27:10+00:00, JohnfKennedy , view , Cryptojeweller.TapfilliateKnowledge , Mozilla (not exist) , 138.98.192.130 ,2017-01-19 06:27:10+00:00
4061,2017-01-19 06:28:02+00:00, BenazirBhutto , edit , Cryptojeweller.TapfilliateKnowledge , (not exist) , 19.220.148.132 ,2017-01-19 06:28:02+00:00
4062,2017-01-19 06:29:04+00:00, OprahWinfrey , save , Cryptojeweller.TapfilliateKnowledge ,  , 143.91.55.48 ,2017-01-19 06:29:04+00:00
4063,2017-01-19 06:38:31+00:00, QueenVictoria , view , Cryptojeweller.TapfilliateKnowledge , Mozilla , 45.47.246.39 ,2017-01-19 06:38:31+00:00
4064,2017-01-19 06:46:58+00:00, FranklindRoosevelt , edit , Cryptojeweller.TapfilliateKnowledge ,  , 143.91.55.48 ,2017-01-19 06:46:58+00:00
4065,2017-01-19 06:52:02+00:00, LouisPasteur , save , Cryptojeweller.TapfilliateKnowledge , repRev 1 by BaseUserMapping_333 2017/01/11 08:15:44 , 230.200.204.160 ,2017-01-19 06:52:02+00:00
4066,2017-01-19 06:52:55+00:00, FranklindRoosevelt , view , Cryptojeweller.TapfilliateKnowledge , Mozilla , 239.195.244.190 ,2017-01-19 06:52:55+00:00
4067,2017-01-19 06:54:40+00:00, DesmondTutu , edit , Cryptojeweller.TapfilliateKnowledge ,  , 123.2.24.119 ,2017-01-19 06:54:40+00:00
4068,2017-01-19 06:56:23+00:00, MikhailGorbachev , save , Cryptojeweller.TapfilliateKnowledge , repRev 1 by BaseUserMapping_333 2017/01/11 08:16:14 , 178.102.172.71 ,2017-01-19 06:56:23+00:00
4069,2017-01-19 07:03:21+00:00, MarilynMonroe , view , Cryptojeweller.TapfilliateKnowledge , Mozilla , 212.141.203.14 ,2017-01-19 07:03:21+00:00
4070,2017-01-19 07:10:29+00:00, PeterSellers , edit , Cryptojeweller.TapfilliateKnowledge ,  , 241.174.247.224 ,2017-01-19 07:10:29+00:00
4071,2017-01-19 07:10:57+00:00, MarilynMonroe , save , Cryptojeweller.TapfilliateKnowledge , repRev 1 by BaseUserMapping_333 2017/01/11 08:18:38 , 98.213.57.193 ,2017-01-19 07:10:57+00:00
4072,2017-01-19 07:13:23+00:00, MarilynMonroe , view , Cryptojeweller.TapfilliateKnowledge , Mozilla , 228.173.210.41 ,2017-01-19 07:13:23+00:00
4073,2017-01-19 07:19:31+00:00, RosaParks , edit , Cryptojeweller.TapfilliateKnowledge ,  , 111.177.131.198 ,2017-01-19 07:19:31+00:00
4074,2017-01-19 07:23:07+00:00, JohnmKeynes , save , Cryptojeweller.TapfilliateKnowledge , repRev 1 by BaseUserMapping_333 2017/01/11 08:20:17 , 230.200.204.160 ,2017-01-19 07:23:07+00:00
4075,2017-01-19 07:25:59+00:00, PopejohnPaul , view , Cryptojeweller.TapfilliateKnowledge , Mozilla , 207.166.14.189 ,2017-01-19 07:25:59+00:00
4076,2017-01-19 07:29:10+00:00, BarackObama , view , Cryptojeweller.WebHome , Mozilla , 47.108.100.96 ,2017-01-19 07:29:10+00:00
4077,2017-01-19 07:33:26+00:00, OprahWinfrey , view , Cryptojeweller.NovWorkLog , Mozilla , 19.220.148.132 ,2017-01-19 07:33:26+00:00
4078,2017-01-19 07:40:23+00:00, MuhammadAli , edit , Cryptojeweller.WebHome ,  , 221.156.0.8 ,2017-01-19 07:40:23+00:00
4079,2017-01-19 07:40:25+00:00, MargaretThatcher , save , Cryptojeweller.WebHome ,  , 239.195.244.190 ,2017-01-19 07:40:25+00:00
4080,2017-01-19 07:56:43+00:00, NeilArmstrong , view , Cryptojeweller.WebHome , Mozilla , 228.87.151.113 ,2017-01-19 07:56:43+00:00
4081,2017-01-19 08:08:12+00:00, LeonardodaVinci , view , Cryptojeweller.TapfilliateKnowledge , Mozilla , 7.23.107.197 ,2017-01-19 08:08:12+00:00
4082,2017-01-19 08:11:12+00:00, JohnfKennedy , edit , Cryptojeweller.TapfilliateKnowledge ,  , 221.156.0.8 ,2017-01-19 08:11:12+00:00
4083,2017-01-19 08:14:57+00:00, QueenVictoria , save , Cryptojeweller.TapfilliateKnowledge , repRev 1 by BaseUserMapping_333 2017/01/11 08:58:59 , 44.52.197.103 ,2017-01-19 08:14:57+00:00
4084,2017-01-19 08:15:05+00:00, MotherTeresa , view , Cryptojeweller.TapfilliateKnowledge , Mozilla , 7.23.107.197 ,2017-01-19 08:15:05+00:00
4085,2017-01-19 08:20:43+00:00, LouisPasteur , view , Cryptojeweller.TapfilliateKnowledge , Mozilla , 230.200.204.160 ,2017-01-19 08:20:43+00:00
4086,2017-01-19 08:27:55+00:00, LeonardodaVinci , view , Cryptojeweller.WebHome , Mozilla , 195.60.153.209 ,2017-01-19 08:27:55+00:00
4087,2017-01-19 08:28:28+00:00, RichardBranson , edit , Cryptojeweller.WebHome ,  , 176.162.80.71 ,2017-01-19 08:28:28+00:00
4088,2017-01-19 08:42:52+00:00, CharlesDarwin , save , Cryptojeweller.WebHome , repRev 7 by BaseUserMapping_333 2017/01/11 09:32:47 , 72.120.101.54 ,2017-01-19 08:42:52+00:00
4089,2017-01-19 08:51:38+00:00, CharlesdeGaulle , view , Cryptojeweller.WebHome , Mozilla , 222.50.171.104 ,2017-01-19 08:51:38+00:00
4090,2017-01-19 08:52:21+00:00, JkRowling , edit , Cryptojeweller.WebHome ,  , 144.161.226.230 ,2017-01-19 08:52:21+00:00
4091,2017-01-19 08:58:10+00:00, JohnfKennedy , save , Cryptojeweller.WebHome , repRev 7 by BaseUserMapping_333 2017/01/11 09:33:19 , 30.31.239.122 ,2017-01-19 08:58:10+00:00
4092,2017-01-19 08:58:58+00:00, AbrahamLincoln , view , Cryptojeweller.WebHome , Mozilla , 72.120.101.54 ,2017-01-19 08:58:58+00:00
4093,2017-01-19 09:17:15+00:00, JohnmKeynes , view , Main.WebHome , Mozilla , 96.170.252.122 ,2017-01-19 09:17:15+00:00
4094,2017-01-19 09:29:23+00:00, NeilArmstrong , view , Aegis.WebHome , Mozilla , 222.50.171.104 ,2017-01-19 09:29:23+00:00
4095,2017-01-19 09:30:58+00:00, DalaiLama , view , Aegis.CourseContent , Mozilla , 22.58.214.143 ,2017-01-19 09:30:58+00:00
4096,2017-01-19 09:33:38+00:00, DesmondTutu , view , Aegis.PythonFordatascience , Mozilla , 120.69.75.202 ,2017-01-19 09:33:38+00:00
4097,2017-01-19 09:35:57+00:00, ThomasEdison , view , Aegis.PythonFordatascience , Mozilla , 86.136.47.118 ,2017-01-19 09:35:57+00:00
4098,2017-01-19 09:38:01+00:00, AungsansuuKyi , edit , Aegis.PythonFordatascience ,  , 52.38.29.105 ,2017-01-19 09:38:01+00:00
4099,2017-01-19 09:38:48+00:00, EvaPeron , save , Aegis.PythonFordatascience ,  , 203.122.142.177 ,2017-01-19 09:38:48+00:00
4100,2017-01-19 09:41:03+00:00, GeorgeOrwell , view , Aegis.PythonFordatascience , Mozilla , 120.69.75.202 ,2017-01-19 09:41:03+00:00
4101,2017-01-19 09:58:16+00:00, MotherTeresa , edit , Aegis.PythonFordatascience ,  , 67.106.81.128 ,2017-01-19 09:58:16+00:00
